Name;Country;Potential emissions (Gt CO2);Fuel;New project;Latitude;Longitude;Start year;Description;Operator;Operator copy;Banks;
North Field C LNG;Qatar;78.0;Oil&Gas;New project;25.9;51.5;2020;The North Field C LNG project is a large-scale liquefied natural gas (LNG) production project in Qatar’s North Field, the world’s largest non-associated natural gas field. The project will consist of the construction of two 8.6 million metric tons per annum (mtpa) LNG trains, two condensate storage tanks, and other associated infrastructure. The project will be operated by Qatar Petroleum and involves a partnership with Total, ExxonMobil, Shell, and Mitsui.;Qatar Petroleum,Total,ExxonMobil,Shell,Mitsui;Qatar Petroleum,Total,ExxonMobil,Shell,Mitsui;;
Dolphin;Qatar;16.0;Oil&Gas;;25.6;51.3;2007;Dolphin is a joint venture between Qatar Petroleum and Occidental Petroleum, established in 2007 with the objective of developing an offshore natural gas field located in the North Field in the Persian Gulf. The field has been producing since May 2007 and is currently the second largest producer of Gas in Qatar, with an average production of 1.5 billion cubic feet per day.;Qatar Petroleum,Occidental Petroleum;Qatar Petroleum,Occidental Petroleum;;
Al Khaleej Gas project;Qatar;11.0;Oil&Gas;;25.8;51.5;2005;The Al Khaleej Gas project is a project to develop offshore gas fields in Qatar. The project involves a partnership between Qatar Petroleum, Maersk Oil Qatar, and Occidental Petroleum of Qatar. The project involves expanding the facilities at the Al Khaleej Gas plant to process gas from the offshore fields, which will be transported via pipeline to the Ras Laffan onshore processing complex.;Qatar Petroleum,Maersk Oil Qatar,Occidental Petroleum of Qatar;Qatar Petroleum,Maersk Oil Qatar,Occidental Petroleum of Qatar;;
Rasgas 3 LNG T6-T7;Qatar;15.0;Oil&Gas;;25.4;51.4;2006;The RasGas 3 LNG T6-T7 project is an offshore liquefied natural gas (LNG) production facility located in Qatar. The facility was commissioned in 2006 and is operated by RasGas Company Limited, a joint venture between Qatar Petroleum and ExxonMobil. It is the third LNG production facility that the two companies have jointly operated in Qatar. The facility produces 12.7 million metric tons per annum (mmtpa) of LNG, and is one of the largest in the world.;RasGas Company Limited (joint venture between Qatar Petroleum and ExxonMobil);RasGas Company Limited (joint venture between Qatar Petroleum and ExxonMobil);;
QatarGas 1 LNG T1-T3;Qatar;13.0;Oil&Gas;;25.4;51.5;1996;QatarGas 1 LNG T1-T3 is an LNG facility located in the Ras Laffan Industrial City of Qatar. It is operated by QatarGas, a joint venture of Qatar Petroleum, Occidental Petroleum Corporation and Mitsui. It was established in 1996 and consists of three trains with a total capacity of 7.8 million tonnes of LNG per year.;Qatar Petroleum,Occidental Petroleum Corporation,Mitsui;Qatar Petroleum,Occidental Petroleum Corporation,Mitsui;;
Qatargas 2 LNG T4-T5;Qatar;18.0;Oil&Gas;;25.5;51.4;2006;Qatargas 2 is the world’s largest liquefied natural gas (LNG) project and comprises two trains with a combined capacity of 7.8 million tonnes per annum (mtpa) of LNG. It was developed by Qatar Petroleum and was inaugurated in 2006. Qatargas 2 is the first and only LNG plant in the world to incorporate T4 and T5 technologies, which are used to cool natural gas to -163°C, and is the first LNG plant in the Middle East to use this technology.;Qatar Petroleum;Qatar Petroleum;;
Barzan;Qatar;31.0;Oil&Gas;New project;25.8;51.5;2015;Barzan is a project of the Qatar Petroleum and ExxonMobil to develop a giant offshore natural gas field in the North Field, located in the Persian Gulf off Qatar’s north coast. The project has an estimated cost of US$10 billion and will be the largest gas project in Qatar’s history. The project consists of two offshore platforms and associated pipelines, as well as a gas processing plant located onshore. The project is expected to produce 1.4 billion cubic feet of natural gas per day, which will be used for power generation and other industrial purposes.;Qatar Petroleum and ExxonMobil;Qatar Petroleum and ExxonMobil;;
Usinsk-1 Coal Mine;Russian Federation;17.0;Coal;New project;65.7;57.8;2011;Usinsk-1 is a coal mine located in Usinsk, Komi Republic, Russian Federation. It is operated by the Russian coal company SUEK, and is intended to produce coal for the local and regional markets. The project was first proposed in 2006 and was officially launched in 2011. The project is expected to have a lifetime of at least 30 years and to have a maximum production capacity of about 2 million tons of coal per year.;SUEK;SUEK;;
Pervomaisky Coal Mine;Russian Federation;15.0;Coal;New project;63.5;63.5;1971;The Pervomaisky Coal Mine is located in the Komi Republic in the Russian Federation. It is one of the largest coal mines in the region and has been in production since 1971. The mine supplies coal to power plants and industries in the region.;Pervomaisky Coal Mine LLC;Pervomaisky Coal Mine LLC;;
Tunguska Basin CBM;Russian Federation;88.0;Oil&Gas;New project;60.6;92.8;2008;The Tunguska Basin CBM project is an unconventional gas exploration and production project located in the Tunguska Basin of the Russian Federation. The project was initiated in 2008 and is operated by Russian energy giant Gazprom. Its primary objective is to develop the natural gas reserves located in this basin, which have an estimated total of 2 trillion cubic meters.;Gazprom;Gazprom;;
Arctic LNG 2 T1-3;Russian Federation;15.0;Oil&Gas;New project;69.7;65.0;2021;Arctic LNG 2 T1-3 is a large-scale natural gas project located in the Russian Federation. The project is being developed by Novatek, Russia's largest independent natural gas producer and leading liquefied natural gas (LNG) producer. The project includes the construction of three LNG production complexes, each with an expected capacity of 5.8 million tonnes of LNG per year. The project is expected to produce up to 17.4 million tonnes of LNG per year and is expected to be operational by 2021.;Novatek;Novatek;;
Gazprom dobycha Yamburg;Russian Federation;89.0;Oil&Gas;;66.3;76.8;1985;Gazprom dobycha Yamburg is a major oil and gas production project located in the Yamalo-Nenets Autonomous Okrug region of the Russian Federation. It was started in 1985 and is owned and operated by Gazprom, the Russian state-owned energy giant. The project produces over 8 billion cubic metres of natural gas and more than 1.5 million tonnes of oil annually, and is one of the largest oil and gas producers in the world.;Gazprom;Gazprom;;
Yuganskneftegaz;Russian Federation;43.0;Oil&Gas;;61.4;72.6;1992;Yuganskneftegaz is an oilfield located in the Nefteyugansk region of Russia. It was discovered in 1989, and since 1992 its exploitation has been carried out by Yuganskneftegaz, a subsidiary of the Russian oil company Rosneft. The field produces over 1 million barrels of oil per day and is the biggest single source of revenue for the Russian government.;Yuganskneftegaz (subsidiary of Rosneft);Yuganskneftegaz (subsidiary of Rosneft);;
Gazprom dobycha Orenburg;Russian Federation;16.0;Oil&Gas;;51.8;55.2;1981;Gazprom dobycha Orenburg is a major oil and gas field located in the Orenburg region of the Russian Federation. It is operated by Gazprom, the largest Russian gas company and is one of the key sources of gas production in the region. The project has been in operation since 1981 and is responsible for a large share of Russia’s gas production. The project has also been involved in numerous research and development initiatives to further increase its production efficiency and reduce its environmental impact.;Gazprom;Gazprom;;
Eastern Gas Program;Russian Federation;43.0;Oil&Gas;;55.9;38.1;2010;The Eastern Gas Program is a project initiated by Russian gas giant Gazprom to supply gas to the Russian Far East, Japan and South Korea. The project includes the construction of gas pipelines, power plants, and the extraction of gas from the Yamal Peninsula. The goal of the project is to develop the Russian Far East’s natural resources and bring much needed energy to the region.;Gazprom;Gazprom;;
Elga Coal Mine;Russian Federation;45.0;Coal;New project;52.4;113.4;2011;The Elga Coal Mine is one of the largest coal mines in the world and the largest in Russia. Located in the south of the country, the mine is owned and operated by Mechel, one of Russia's largest steel and coal producers. The mine was opened in 2011 and is expected to produce over 40 million tons of coal annually by 2020.;Mechel;Mechel;;
Leningradskoye (Kara Sea);Russian Federation;18.0;Oil&Gas;New project;71.3;61.7;2014;Leningradskoye is an offshore oil and gas exploration project located in the Kara Sea, in northwestern Russia. The project was launched in 2014 and is operated by a joint venture between Rosneft, the national oil company of Russia, and ExxonMobil. The project is expected to have a significant impact on the region's economy, as well as providing important energy resources for the Russian Federation.;Rosneft,ExxonMobil;Rosneft,ExxonMobil;;
Volga - Urals Onshore;Russian Federation;14.0;Oil&Gas;New project;55.1;63.7;2014;The Volga-Ural Onshore (VUO) project is a joint venture between Lukoil and Gazprom Neft, aiming to develop the large and complex oil and gas resources of the Volga-Ural region in the Russian Federation. The project involves construction of two onshore facilities: the South Volga Facility and the North Ural Facility. The project will involve construction of new wells, gas treatment and compression facilities, as well as gathering and transportation systems. The project is expected to produce up to 5.0 million tons of crude oil and up to 500 million cubic meters of gas per year.;Lukoil and Gazprom Neft;Lukoil and Gazprom Neft;;
SeverEnergia Project;Russian Federation;11.0;Oil&Gas;;67.5;89.9;2014;The SeverEnergia project is a joint venture between three major oil and gas companies: Gazprom, Rosneft, and Siemens. It is an integrated gas production and transportation project based in the Yamal-Nenets Autonomous Okrug of the Russian Federation. The project is aimed at providing energy security for the region and providing access to natural gas markets in Europe and Asia. The project includes the exploration and development of new gas fields, the construction of a gas pipeline system, and the construction of a liquefied natural gas (LNG) terminal.;Gazprom,Rosneft,Siemens;Gazprom,Rosneft,Siemens;;
Samotlorneftegaz (TNK-BP);Russian Federation;19.0;Oil&Gas;;60.6;72.3;1964;Samotlorneftegaz (TNK-BP) is a Russian oil and gas exploration and development enterprise based in Nizhnevartovsk, Russia. It is the largest oil producer and the largest oilfield in Russia and the third largest in the world. The project was established in 1964 and has since then produced about two-thirds of the total oil production of Russia. It is a joint venture between BP, TNK, and Rosneft and is estimated to contain over 6 billion barrels of oil. The project is currently operated by Rosneft.;BP,TNK,Rosneft;BP,TNK,Rosneft;;
Timan - Pechora Basin Offshore;Russian Federation;25.0;Oil&Gas;New project;67.5;53.7;2013;The Timan-Pechora Basin Offshore project is a joint venture between Lukoil, Gazprom and Total to explore and exploit the oil and gas reserves located in the Timan-Pechora Basin offshore in the Russian Federation. The project was initiated in 2013 and is expected to last for 10 years. The project aims to explore, develop and produce oil and gas from the offshore fields located in the Timan-Pechora Basin. It is estimated that the project will produce up to 1 million tonnes of oil and up to 2.7 billion cubic metres of gas per year.;Lukoil,Gazprom,Total;Lukoil,Gazprom,Total;;
