Carbon_bomb_name_source_CB,Country_source_CB,World_region,Potential_GtCO2_source_CB,Fuel_type_source_CB,GEM_id_source_GEM,GEM_url_source_GEM,Latitude,Longitude,Latitude_longitude_source,Operators_source_GEM,Parent_company_source_GEM,Companies_involved_source_GEM,Multiple_unit_concerned_source_GEM,Carbon_bomb_description,Carbon_bomb_start_year,Status_source_CB,Status_source_GEM,Status_lvl_1,Status_lvl_2
Ulug-Khem Project,Russia,Europe,2.15285004,Coal,M0860,https://www.gem.wiki/Ulug-Khem_Coal_Mine,51.6013748,93.9287167,GEM,"Ulughem Ugol,",Severstal-Resource (100.0%),Severstal-Resource (100.0%),, The Ulug-Khem coal mine (Улуг-Хемскоe месторождение) is a proposed underground mine in the Ulug-Khem coal basin of the Tuva Republic in Russia.,2030,not started,shelved,shelved,not started
Umm Shaif/Nasr,United Arab Emirates,Asia,1.939252733,Oil&Gas,No informations available on GEM,No informations available on GEM,23.982066303279293,53.93172646381577,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,operating,,operating,operating
Upper Zakum,United Arab Emirates,Asia,6.44038252,Oil&Gas,OG0012322,https://www.gem.wiki/Upper_Zakum_Oil_Field_(United_Arab_Emirates),24.913111501174324,53.67102897700544,GEM,ADNOC Offshore,Abu Dhabi National Oil Company (60.0%);ExxonMobil Corporation (28.0%);INPEX Corporation (12.0%),Abu Dhabi National Oil Company (60.0%);ExxonMobil Corporation (28.0%);INPEX Corporation (12.0%),,Upper Zakum Field is an operating oil field in the United Arab Emirates.,No start year available,operating,operating,operating,operating
Urengoyskoye,Russia,Europe,5.199312832,Oil&Gas,OG0012097,https://www.gem.wiki/Severo-Urengoyskoye_Gas_Field_(Russia),67.461,77.156,GEM,OOO Gazprom Dobycha Urengoy,Gazprom (100.0%),Gazprom (100.0%),,Severo-Urengoyskoye Field (Северо-Уренгойское) is an operating gas field in Russia.,1987,operating,operating,operating,operating
Usinsk-1 Coal Mine,Russia,Europe,1.65665412,Coal,M0863,https://www.gem.wiki/Usinsk-1_coal_mine,67.5027536,63.9918311,GEM,Vorkutaugol,Russkaya Energiya (100.0%),Russkaya Energiya (100.0%),,"The Usinsk-1 coal mine (шахта Усинская-1) is a cancelled coal mine project located in Komi Republic, Russia.",2020,not started,cancelled,cancelled,stopped
Utica Shale,United States,North America,7.713186851,Oil&Gas,No informations available on GEM,No informations available on GEM,39.7902196247109,-100.4785471241796,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,operating,,operating,operating
Vaca Muerta Shale,Argentina,South America,5.177782001,Oil&Gas,No informations available on GEM,No informations available on GEM,-34.9964963,-64.9672817,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,operating,,operating,operating
Valeria Coal Mine,Australia,Oceania,2.03280264,Coal,M0108,https://www.gem.wiki/Valeria_coal_project,-23.470142,148.033559,GEM,Valeria Coal Holdings,Glencore (100.0%),Glencore (100.0%),,"The Valeria coal project was a proposed mine project, owned by Glencore, near Emerald, Queensland, Australia.",2024,not started,proposed,proposed,not started
Velkerri Shale,Australia,Oceania,1.058031183,Oil&Gas,No informations available on GEM,No informations available on GEM,-24.78077516632136,134.70322486494726,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,not started,,not started,not started
Volga - Urals Onshore,Russia,Europe,1.36763708,Oil&Gas,No informations available on GEM,No informations available on GEM,64.74675533792778,97.70944142187038,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,not started,,not started,not started
Wangjialing Coal Mine,China,Asia,2.72374212,Coal,M0366,https://www.gem.wiki/Wangjialing_Coal_Mine,35.702102,110.686347,GEM,Shanxi Zhongmei Huajin Energy,China Coal (29.0%);HKSCC Nominees Limited (15.0%);Shanxi Coking Coal Group (25.0%);Others (31.0%),China Coal (29.0%);HKSCC Nominees Limited (15.0%);Shanxi Coking Coal Group (25.0%);Others (31.0%),,山西中煤华晋能源有限责任公司王家岭煤矿 位于山西省临汾市乡宁县。,No start year available,operating,operating,operating,operating
Wangjiata Coal Mine,China,Asia,1.61328948,Coal,M0367,https://www.gem.wiki/Wangjiata_coal_mine,39.676306,110.001415,GEM,Xin Neng Ming Company,Xin’ao Holding Investment Company (31.0%);Hongchuang (Shenzhen) Investment Center (10.0%);Langfang Heyuan Investment Center (8.0%);Hebei Weiyuan Group (7.0%);Others (44.0%),Xin’ao Holding Investment Company (31.0%);Hongchuang (Shenzhen) Investment Center (10.0%);Langfang Heyuan Investment Center (8.0%);Hebei Weiyuan Group (7.0%);Others (44.0%),,王家塔煤矿 位于内蒙古自治区，设计生产能力800万吨/年。,No start year available,operating,operating,operating,operating
Wangwa Coal Mine,China,Asia,1.072190724,Coal,M0368,https://www.gem.wiki/Wangwa_Coal_Mine,36.163732,106.616037,GEM,Ningxia Wangwa Coal Industry Company,Ningxia Wangwa Coal Industry Company (100.0%),Ningxia Wangwa Coal Industry Company (100.0%),,王洼煤矿 位于宁夏固原市彭阳县王洼镇境内，原生产能力120万吨／年。2010年，新增产能480万吨／年，原煤总生产能力达到600万吨／年。,No start year available,not started,shelved,shelved,not started
Wards Well Coal Mine,Australia,Oceania,2.66772,Coal,M0114,https://www.gem.wiki/Wards_Well_-_Lancewood_coal_project,-21.598813,147.958654,GEM,"Queensland Coal, Stanmore Resources Limited (BMA)",Stanmore Resources (50.0%);Mitsubishi Corporation (50.0%),Stanmore Resources (50.0%);Mitsubishi Corporation (50.0%),,"The Wards Well - Lancewood coal project is a proposed mine located north West of Emerald, Queensland, Australia.",No start year available,not started,proposed,proposed,not started
Weijiamao Open Pit Mine,China,Asia,1.68650988,Coal,M0370,https://www.gem.wiki/Weijiamao_Surface_Mine,39.534982,111.29515,GEM,North Weijiamao Coal Power Company,China Huaneng (42.0%);Guangdong Hengjian Investment Holding Company (8.0%);China Energy (3.0%);China Securities Finance Corporation (3.0%);Others (44.0%),China Huaneng (42.0%);Guangdong Hengjian Investment Holding Company (8.0%);China Energy (3.0%);China Securities Finance Corporation (3.0%);Others (44.0%),,北方魏家峁煤电有限责任公司魏家峁露天煤矿位于内蒙古自治区鄂尔多斯市准格尔旗龙口镇。,No start year available,operating,operating,operating,operating
Wenjiazhuang Coal Mine,China,Asia,1.255168504,Coal,M0372,https://www.gem.wiki/Wenjiazhuang_Coal_Mine,37.976647,113.182795,GEM,Shanxi Pingshu Coal Industry Company,Yang Quan Coal Industry Group (32.0%);Jinneng Group (21.0%);Shanxi Boda Group (9.0%);Shanxi Provincial Coal Industry Agency Service Center (7.0%);Beijing Sunshine Ruita Investment Consulting Company (4.0%);Others (27.0%),Yang Quan Coal Industry Group (32.0%);Jinneng Group (21.0%);Shanxi Boda Group (9.0%);Shanxi Provincial Coal Industry Agency Service Center (7.0%);Beijing Sunshine Ruita Investment Consulting Company (4.0%);Others (27.0%),,温家庄煤矿 项目建设地点位于山西省晋中市寿阳县境内，温家庄煤矿生产能力由90万吨/年改扩建至500万吨/年。,No start year available,not started,proposed,proposed,not started
West Florida Offshore,United States,North America,1.069261489,Oil&Gas,No informations available on GEM,No informations available on GEM,39.75952487284885,-100.45372763813424,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,not started,,not started,not started
West Macedonia Lignite Centre (WMLC),Greece,Europe,2.16342,Coal,M0462,https://www.gem.wiki/Western_Macedonia_Lignite_Centre,40.448222,21.783496,GEM,Public Power Corporation of Greece S.A,Public Power Corporation of Greece S.A (100.0%),Public Power Corporation of Greece S.A (100.0%),,"Western Macedonia Lignite Centre (WMLC) is a network of surface coal mines, owned by the Public Power Corporation of Greece S.A., in Western Macedonia, Greece.",1956,operating,operating,operating,operating
West Siberia Offshore,Russia,Europe,2.856403668,Oil&Gas,OG0012369,https://www.gem.wiki/West_Surgutskoye_Oil_and_Gas_Field_(Russia),61.7,73.4,GEM,Surgutneftegas,No informations on company (100.0%),Surgutneftegas (100.0%),,West Surgutskoye Field (Западно-Сургутское) is an operating oil and gas field in Russia.,No start year available,not started,operating,operating,operating
West Siberia Onshore,Russia,Europe,1.1645132,Oil&Gas,No informations available on GEM,No informations available on GEM,64.59826681609847,97.816197199691,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,not started,,not started,not started
West Well of Faer Second Coal Mine,China,Asia,1.00573044,Coal,M0374,https://www.gem.wiki/West_Well_of_Faer_Second_Mine,26.31898,104.753785,GEM,Guizhou Panjiang Hengpu Coal Industry Company,Guizhou Panjiang Coal and Electricity Group (58.0%);Shandong Energy (12.0%);Guizhou Coalfield Geology Bureau (10.0%);Others (20.0%),Guizhou Panjiang Coal and Electricity Group (58.0%);Shandong Energy (12.0%);Guizhou Coalfield Geology Bureau (10.0%);Others (20.0%),,发耳二矿西井矿井建设地点位于贵州省六盘水市水城县，矿井建设规模240万吨/年。,No start year available,not started,proposed,proposed,not started
Western Gulf Province_Texas,United States,North America,5.061653121,Oil&Gas,No informations available on GEM,No informations available on GEM,39.71409997271603,-100.54240718303907,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,operating,,operating,operating
Wilton and Fairhill Coal Projects,Australia,Oceania,1.867404,Coal,M0118,https://www.gem.wiki/Wilton_and_Fairhill_coal_project,-23.41261,148.576971,GEM,"Futura Resources, Sojitz Coal",Futura Resources (50.0%);Sojitz (50.0%),Futura Resources (50.0%);Sojitz (50.0%),,"The Wilton and Fairhill coal project is a proposed open-cut coking coal mining project which lies 45 kilometres north east of Emerald, in the Bowen Basin, Queensland, Australia.",No start year available,not started,proposed,proposed,not started
Woodford Shale,United States,North America,3.377142985,Oil&Gas,OG0014375|OG0015480,"https://www.gem.wiki/Ruppel_(Woodford)_-_Bosque_Texas_Oil_and_Gas_Asset_(Texas,_United_States)|https://www.gem.wiki/Oates,_Sw_(Woodford)_-_Jagged_Peak_Oil_and_Gas_Asset_(Texas,_United_States)",31.6360312,-103.0420571,GEM,Bosque Texas Oil|Jagged Peak Energy,None (100.0%)|None (100.0%),Bosque Texas Oil (100.0%)|Jagged Peak Energy (100.0%),"Ruppel (Woodford) - Bosque Texas|Oates, Sw (Woodford) - Jagged Peak",No description available,No start year available,operating,operating,operating,operating
Wucaiwan No.1 Coal Mine,China,Asia,3.336165492,Coal,M0375,https://www.gem.wiki/Wucaiwan_No.1_coal_mine,44.777239,89.098488,GEM,Xinjiang Guotai Xinhua Wucaiwan Mining Industry Company,Beijing Guotai Xinhua Industrial Company (19.0%);Xinjiang Changyuan Water Group (14.0%);Xinjiang Xinhua Hydropower Investment Company (14.0%);Xinjiang Energy Group (5.0%);Others (6.0%),Beijing Guotai Xinhua Industrial Company (19.0%);Xinjiang Changyuan Water Group (14.0%);Xinjiang Xinhua Hydropower Investment Company (14.0%);Xinjiang Energy Group (5.0%);Others (6.0%),,"五彩湾矿区一号矿井（一期）,建设地点位于新疆维吾尔自治区昌吉回族自治州吉木萨尔县境内，矿井建设规模600万吨/年。",No start year available,not started,proposed,proposed,not started
Wucaiwan No.1 Surface Mine,China,Asia,1.389697968,Coal,M0376,https://www.gem.wiki/Wucaiwan_No.1_open-pit_mine,44.933507,89.184722,GEM,Xinjiang Yihua Mining,Zhejiang Xinhu Group Holding Company (34.0%);Zhejiang Shenglong Industrial Company (6.0%);Yichang Caiyuan Investment and Management Company (41.0%);Yichang Xinfa Industry Investment Company (10.0%);Hubei Yihua Chemical Company (7.0%);Xinjiang Energy Group (2.0%),Zhejiang Xinhu Group Holding Company (34.0%);Zhejiang Shenglong Industrial Company (6.0%);Yichang Caiyuan Investment and Management Company (41.0%);Yichang Xinfa Industry Investment Company (10.0%);Hubei Yihua Chemical Company (7.0%);Xinjiang Energy Group (2.0%),,"五彩湾矿区一号露天矿(一期工程),建设地点位于新疆维吾尔自治区昌吉回族自治州吉木萨尔县境内。",No start year available,operating,operating,operating,operating
Wudong Coal Mine,China,Asia,1.61328948,Coal,M0377,https://www.gem.wiki/Wudong_Coal_Mine,43.929294,87.745344,GEM,China Energy Xinjiang Energy Company,China Energy (100.0%),China Energy (100.0%),,乌东煤矿 位于乌鲁木齐市东郊，矿井设计生产能力为600万吨/年。,No start year available,operating,operating,operating,operating
Xiaobaodang No.1 Coal Mine,China,Asia,3.783542136,Coal,M0382,https://www.gem.wiki/Xiaobaodang_No.1_mine,38.81588001579465,109.974202975638,GEM,Shaanxi Xiaobaodang Mining Company,Shaanxi Coal and Chemical Industry Group (55.0%);Shaanxi Investment Group (28.0%);Others (17.0%),Shaanxi Coal and Chemical Industry Group (55.0%);Shaanxi Investment Group (28.0%);Others (17.0%),,小保当一号煤矿 位于陕西神木境内，建设规模为1500万吨/年。,No start year available,operating,operating,operating,operating
Xiaobaodang No.2 Coal Mine,China,Asia,1.934043646,Coal,M0383,https://www.gem.wiki/Xiaobaodang_No.2_mine,38.74059554796638,109.95711958305937,GEM,Shaanxi Xiaobaodang Mining Company,Shaanxi Coal and Chemical Industry Group (55.0%);Shaanxi Investment Group (28.0%);Others (17.0%),Shaanxi Coal and Chemical Industry Group (55.0%);Shaanxi Investment Group (28.0%);Others (17.0%),,小保当二号煤矿 属于陕西小保当矿业有限公司，项目建设地点位于陕西省神木市境内，建设规模1300万吨/年，与陕煤小保当矿业有限公司小保当一号煤矿工业场地集中布置。,No start year available,not started,operating,operating,operating
Xiaojiawa Coal Mine,China,Asia,1.769273339,Coal,M0384,https://www.gem.wiki/Xiaojiawa_mine,38.394821,111.143913,GEM,Shanxi Jinxing Energy Company,China Huadian (51.0%);Shanxi Tangrong Investment Company (24.5%);Shanxi Dubao New Energy Group (24.5%),China Huadian (51.0%);Shanxi Tangrong Investment Company (24.5%);Shanxi Dubao New Energy Group (24.5%),,肖家洼煤矿 是一座井工煤矿，位于山西省兴县蔚汾镇肖家洼村。,No start year available,operating,operating,operating,operating
Xiaojihan Coal Mine,China,Asia,4.62142758,Coal,M0385,https://www.gem.wiki/Xiaojihan_mine,38.4378,109.5059,GEM,Shaanxi Huadian Yuheng Coal & Electricity Company,China Huadian (79.0%);Yuling Mining Group (16.0%);Yulin Yuyang District Energy Investment Company (5.0%),China Huadian (79.0%);Yuling Mining Group (16.0%);Yulin Yuyang District Energy Investment Company (5.0%),,小纪汗煤矿 位于榆林市榆阳区境内，距离榆林市区30公里，是陕西华电榆横煤电有限责任公司煤电一体化的配套项目，矿井设计生产能力1000万吨/年。,No start year available,operating,operating,operating,operating
Xiaozhuang Coal Mine,China,Asia,1.41071304,Coal,M0387,https://www.gem.wiki/Xiaozhuang_Coal_Mine,35.08346,107.983823,GEM,Shaanxi Binchang Xiaozhuang Coal Company,Shaanxi Coal and Chemical Industry Group (45.0%);China Development Bank (6.0%);Others (49.0%),Shaanxi Coal and Chemical Industry Group (45.0%);China Development Bank (6.0%);Others (49.0%),,陕西小庄煤矿 是陕西彬长矿业集团公司开发建设的一座大型现代化矿井，矿井位于陕西省咸阳市彬县义门镇。矿井建设规模600万吨/年。,No start year available,operating,operating,operating,operating
Xinjiang (CNPC),China,Asia,1.356420308,Oil&Gas,No informations available on GEM,No informations available on GEM,34.95509858666302,105.09729338367552,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,operating,,operating,operating
